user_id,total_spent,avg_transaction_value,transaction_count,unique_categories,most_used_payment_method,avg_risk_score,spending_trend,5D_vector
344,55241.61,2124.6773076923077,26,5,Debit Card,0.2,2.1697205285479724,"[0.2, np.float64(0.5738791623171935), 2.1697205285479724, 55241.61, 26]"
345,46970.57,2609.476111111111,18,5,Debit Card,0.2,0.538271404763322,"[0.2, np.float64(0.5738791623171935), 0.538271404763322, 46970.57, 18]"
346,99495.26,2487.3815,40,6,Credit Card,0.4,0.5921191601553517,"[0.4, np.float64(0.5738791623171935), 0.5921191601553517, 99495.26, 40]"
347,84654.56,2227.751578947368,38,6,Bank Transfer,0.9,1.6554330333037222,"[0.9, np.float64(0.5738791623171935), 1.6554330333037222, 84654.56, 38]"
348,10760.9,1793.4833333333333,6,4,Bank Transfer,0.20000000000000004,5.0969923413923475,"[0.20000000000000004, np.float64(0.5738791623171935), 5.0969923413923475, 10760.9, 6]"
349,94099.51,2295.1099999999997,41,6,Bank Transfer,0.20000000000000004,0.4008973019576506,"[0.20000000000000004, np.float64(0.5738791623171935), 0.4008973019576506, 94099.51, 41]"
350,89289.14,2705.731515151515,33,6,Debit Card,1.0,0.6802832400847905,"[1.0, np.float64(0.5738791623171935), 0.6802832400847905, 89289.14, 33]"
351,96478.54000000001,2538.908947368421,38,6,Debit Card,0.2,1.621082217624825,"[0.2, np.float64(0.5738791623171935), 1.621082217624825, 96478.54000000001, 38]"
352,105577.92,2295.1721739130435,46,6,Credit Card,0.6,2.729964886352177,"[0.6, np.float64(0.5738791623171935), 2.729964886352177, 105577.92, 46]"
353,133513.63,2724.7679591836736,49,6,Credit Card,0.4,0.6677492288591691,"[0.4, np.float64(0.5738791623171935), 0.6677492288591691, 133513.63, 49]"
354,62479.98,3123.9990000000003,20,6,Mobile Wallet,0.4,0.1396621858798094,"[0.4, np.float64(0.5738791623171935), 0.1396621858798094, 62479.98, 20]"
355,102133.66,2375.201395348837,43,6,Crypto,0.39999999999999997,1.1575714777676105,"[0.39999999999999997, np.float64(0.5738791623171935), 1.1575714777676105, 102133.66, 43]"
356,36588.67,3049.0558333333333,12,5,Crypto,0.4000000000000001,0.6527631189050109,"[0.4000000000000001, np.float64(0.5738791623171935), 0.6527631189050109, 36588.67, 12]"
357,69120.65,2560.0240740740737,27,6,Debit Card,0.2,1.0531400233422745,"[0.2, np.float64(0.5738791623171935), 1.0531400233422745, 69120.65, 27]"
358,60826.8,2433.072,25,6,Credit Card,0.4,1.1282955807425459,"[0.4, np.float64(0.5738791623171935), 1.1282955807425459, 60826.8, 25]"
359,73998.76,2242.3866666666663,33,6,Mobile Wallet,0.4,0.4422191704002805,"[0.4, np.float64(0.5738791623171935), 0.4422191704002805, 73998.76, 33]"
360,108561.06,2309.8097872340427,47,6,Bank Transfer,0.4,1.6954136605908159,"[0.4, np.float64(0.5738791623171935), 1.6954136605908159, 108561.06, 47]"
361,14894.99,2978.998,5,4,Debit Card,0.4,0.1076408533989662,"[0.4, np.float64(0.5738791623171935), 0.1076408533989662, 14894.99, 5]"
362,77999.83,2363.6312121212122,33,6,Debit Card,0.2,1.027470282124938,"[0.2, np.float64(0.5738791623171935), 1.027470282124938, 77999.83, 33]"
363,63896.39,2662.349583333333,24,4,Bank Transfer,0.20000000000000004,1.1368627483165041,"[0.20000000000000004, np.float64(0.5738791623171935), 1.1368627483165041, 63896.39, 24]"
364,78468.0,2705.793103448276,29,6,Mobile Wallet,0.4,1.4262122823086631,"[0.4, np.float64(0.5738791623171935), 1.4262122823086631, 78468.0, 29]"
365,98901.62,2673.0167567567564,37,6,Crypto,0.2,1.2705531168021555,"[0.2, np.float64(0.5738791623171935), 1.2705531168021555, 98901.62, 37]"
366,79264.98,2556.9348387096775,31,6,Credit Card,1.0,0.8058680029268924,"[1.0, np.float64(0.5738791623171935), 0.8058680029268924, 79264.98, 31]"
367,48522.39,2310.59,21,6,Credit Card,0.4,2.447544592600757,"[0.4, np.float64(0.5738791623171935), 2.447544592600757, 48522.39, 21]"
368,39719.12,2206.617777777778,18,6,Crypto,0.4,5.348836318446227,"[0.4, np.float64(0.5738791623171935), 5.348836318446227, 39719.12, 18]"
369,64574.69,2582.9876,25,6,Mobile Wallet,0.6,0.8527890829322372,"[0.6, np.float64(0.5738791623171935), 0.8527890829322372, 64574.69, 25]"
370,72992.9,2085.5114285714285,35,6,Bank Transfer,0.2,0.9894140557683059,"[0.2, np.float64(0.5738791623171935), 0.9894140557683059, 72992.9, 35]"
371,22081.97,3154.567142857143,7,4,Mobile Wallet,0.2,1.037839433863618,"[0.2, np.float64(0.5738791623171935), 1.037839433863618, 22081.97, 7]"
372,74639.70999999999,2870.7580769230767,26,6,Debit Card,0.4,0.31986517682854876,"[0.4, np.float64(0.5738791623171935), 0.31986517682854876, 74639.70999999999, 26]"
373,26414.84,2641.484,10,5,Mobile Wallet,0.2,0.15523412310931192,"[0.2, np.float64(0.5738791623171935), 0.15523412310931192, 26414.84, 10]"
374,107231.84,2553.1390476190477,42,6,Debit Card,0.2,0.7033618654698216,"[0.2, np.float64(0.5738791623171935), 0.7033618654698216, 107231.84, 42]"
375,73166.14,2151.945294117647,34,6,Bank Transfer,0.6,0.6080721434335125,"[0.6, np.float64(0.5738791623171935), 0.6080721434335125, 73166.14, 34]"
376,119565.76,2391.3152,50,6,Crypto,0.4,1.490343859126172,"[0.4, np.float64(0.5738791623171935), 1.490343859126172, 119565.76, 50]"
377,101946.11,2265.469111111111,45,6,Bank Transfer,0.9,1.0724531316674069,"[0.9, np.float64(0.5738791623171935), 1.0724531316674069, 101946.11, 45]"
378,119317.37,2651.497111111111,45,6,Debit Card,0.2,1.2749188359000767,"[0.2, np.float64(0.5738791623171935), 1.2749188359000767, 119317.37, 45]"
379,26585.22,2416.838181818182,11,5,Bank Transfer,0.2,2.0557573313229303,"[0.2, np.float64(0.5738791623171935), 2.0557573313229303, 26585.22, 11]"
380,53698.31,3356.144375,16,6,Bank Transfer,0.4,0.32084381284810776,"[0.4, np.float64(0.5738791623171935), 0.32084381284810776, 53698.31, 16]"
381,44847.07,2989.8046666666664,15,6,Bank Transfer,0.4,0.7227346315741966,"[0.4, np.float64(0.5738791623171935), 0.7227346315741966, 44847.07, 15]"
382,51373.18,2233.6165217391303,23,6,Mobile Wallet,0.4,3.7032424058635205,"[0.4, np.float64(0.5738791623171935), 3.7032424058635205, 51373.18, 23]"
383,64973.09,2707.2120833333333,24,6,Mobile Wallet,0.4000000000000001,0.5127665213345735,"[0.4000000000000001, np.float64(0.5738791623171935), 0.5127665213345735, 64973.09, 24]"
384,89345.61,2414.7462162162165,37,6,Credit Card,0.4,0.7113519003357893,"[0.4, np.float64(0.5738791623171935), 0.7113519003357893, 89345.61, 37]"
385,41082.82,2054.141,20,6,Debit Card,0.2,0.6660272613076301,"[0.2, np.float64(0.5738791623171935), 0.6660272613076301, 41082.82, 20]"
386,58337.24,2083.4728571428573,28,6,Bank Transfer,0.4,1.5329226891715821,"[0.4, np.float64(0.5738791623171935), 1.5329226891715821, 58337.24, 28]"
387,53563.4,2434.7000000000003,22,6,Crypto,0.6,1.167461866082725,"[0.6, np.float64(0.5738791623171935), 1.167461866082725, 53563.4, 22]"
388,59312.509999999995,2372.5004,25,6,Crypto,0.4,2.999699952731175,"[0.4, np.float64(0.5738791623171935), 2.999699952731175, 59312.509999999995, 25]"
389,22954.52,2550.5022222222224,9,6,Mobile Wallet,0.2,0.15812738836050935,"[0.2, np.float64(0.5738791623171935), 0.15812738836050935, 22954.52, 9]"
390,90222.69,2438.451081081081,37,6,Bank Transfer,0.4,0.5529594614417433,"[0.4, np.float64(0.5738791623171935), 0.5529594614417433, 90222.69, 37]"
391,68099.14,2432.1121428571428,28,6,Debit Card,0.2,0.5241709296737441,"[0.2, np.float64(0.5738791623171935), 0.5241709296737441, 68099.14, 28]"
392,31243.48,2603.6233333333334,12,6,Crypto,0.4000000000000001,0.5136369427058486,"[0.4000000000000001, np.float64(0.5738791623171935), 0.5136369427058486, 31243.48, 12]"
393,63900.31,2662.5129166666666,24,6,Bank Transfer,0.20000000000000004,0.30788625440128525,"[0.20000000000000004, np.float64(0.5738791623171935), 0.30788625440128525, 63900.31, 24]"
394,20097.85,2009.7849999999999,10,4,Credit Card,0.2,0.5518901946219434,"[0.2, np.float64(0.5738791623171935), 0.5518901946219434, 20097.85, 10]"
395,23885.47,2653.9411111111112,9,6,Bank Transfer,0.4,2.841029688062286,"[0.4, np.float64(0.5738791623171935), 2.841029688062286, 23885.47, 9]"
396,40270.590000000004,3097.7376923076927,13,6,Crypto,0.2,0.2762417281942704,"[0.2, np.float64(0.5738791623171935), 0.2762417281942704, 40270.590000000004, 13]"
397,124078.18000000001,2532.207755102041,49,6,Mobile Wallet,0.4,0.8330156409189335,"[0.4, np.float64(0.5738791623171935), 0.8330156409189335, 124078.18000000001, 49]"
398,34724.24,2893.6866666666665,12,5,Bank Transfer,0.20000000000000004,0.5865010471695773,"[0.20000000000000004, np.float64(0.5738791623171935), 0.5865010471695773, 34724.24, 12]"
399,75987.26,2374.601875,32,6,Credit Card,0.4,1.614260837998093,"[0.4, np.float64(0.5738791623171935), 1.614260837998093, 75987.26, 32]"
400,75942.59,2812.6885185185183,27,6,Crypto,0.2,1.4251247349353364,"[0.2, np.float64(0.5738791623171935), 1.4251247349353364, 75942.59, 27]"
401,88799.39,2219.98475,40,6,Debit Card,0.4,1.4880757773939872,"[0.4, np.float64(0.5738791623171935), 1.4880757773939872, 88799.39, 40]"
402,19127.4,2732.4857142857145,7,3,Bank Transfer,0.2,0.9557521245168523,"[0.2, np.float64(0.5738791623171935), 0.9557521245168523, 19127.4, 7]"
403,15524.45,2587.4083333333333,6,4,Credit Card,0.20000000000000004,0.4531899755032347,"[0.20000000000000004, np.float64(0.5738791623171935), 0.4531899755032347, 15524.45, 6]"
404,99005.86,2475.1465,40,6,Credit Card,0.4,1.0514648613044972,"[0.4, np.float64(0.5738791623171935), 1.0514648613044972, 99005.86, 40]"
405,56505.880000000005,2173.3030769230772,26,6,Debit Card,0.7,0.8690648549187534,"[0.7, np.float64(0.5738791623171935), 0.8690648549187534, 56505.880000000005, 26]"
406,75790.92,2807.071111111111,27,6,Bank Transfer,0.9,1.5868648544105524,"[0.9, np.float64(0.5738791623171935), 1.5868648544105524, 75790.92, 27]"
407,81332.81,3012.3262962962963,27,6,Credit Card,0.2,0.3259086952442295,"[0.2, np.float64(0.5738791623171935), 0.3259086952442295, 81332.81, 27]"
408,43867.770000000004,2580.4570588235297,17,5,Credit Card,0.6,1.0390137520989389,"[0.6, np.float64(0.5738791623171935), 1.0390137520989389, 43867.770000000004, 17]"
409,16618.59,3323.718,5,3,Mobile Wallet,0.2,0.08894111007747932,"[0.2, np.float64(0.5738791623171935), 0.08894111007747932, 16618.59, 5]"
410,59334.17,2119.0775,28,6,Bank Transfer,0.2,0.689587196856224,"[0.2, np.float64(0.5738791623171935), 0.689587196856224, 59334.17, 28]"
411,67935.97,1998.1167647058824,34,6,Crypto,0.2,0.7626864204385845,"[0.2, np.float64(0.5738791623171935), 0.7626864204385845, 67935.97, 34]"
412,90368.81,2259.22025,40,6,Mobile Wallet,1.0,1.730185083499635,"[1.0, np.float64(0.5738791623171935), 1.730185083499635, 90368.81, 40]"
413,58040.45,2902.0225,20,5,Mobile Wallet,0.4,0.6510714138134717,"[0.4, np.float64(0.5738791623171935), 0.6510714138134717, 58040.45, 20]"
414,96106.26,2745.8931428571427,35,6,Credit Card,0.4,1.9939149052311231,"[0.4, np.float64(0.5738791623171935), 1.9939149052311231, 96106.26, 35]"
415,56539.89,2692.3757142857144,21,6,Mobile Wallet,0.4,0.7550516975743403,"[0.4, np.float64(0.5738791623171935), 0.7550516975743403, 56539.89, 21]"
416,106082.36,2587.3746341463416,41,6,Crypto,0.4000000000000001,0.7733510610394091,"[0.4000000000000001, np.float64(0.5738791623171935), 0.7733510610394091, 106082.36, 41]"
417,129576.62,2591.5324,50,6,Bank Transfer,0.2,0.7547949281857488,"[0.2, np.float64(0.5738791623171935), 0.7547949281857488, 129576.62, 50]"
418,69989.52,2413.4317241379313,29,6,Credit Card,0.4,2.2016003802822497,"[0.4, np.float64(0.5738791623171935), 2.2016003802822497, 69989.52, 29]"
419,123491.87,2627.486595744681,47,6,Credit Card,0.9000000000000001,1.2360851424105372,"[0.9000000000000001, np.float64(0.5738791623171935), 1.2360851424105372, 123491.87, 47]"
420,71762.58,2474.571724137931,29,6,Crypto,0.2,1.4851105162460687,"[0.2, np.float64(0.5738791623171935), 1.4851105162460687, 71762.58, 29]"
421,41277.07,3439.755833333333,12,6,Debit Card,0.20000000000000004,1.3108122807822244,"[0.20000000000000004, np.float64(0.5738791623171935), 1.3108122807822244, 41277.07, 12]"
422,109110.03,2479.773409090909,44,6,Debit Card,0.4,1.9909165698204898,"[0.4, np.float64(0.5738791623171935), 1.9909165698204898, 109110.03, 44]"
423,119004.78,2532.0165957446807,47,6,Credit Card,0.4,0.7049162760733442,"[0.4, np.float64(0.5738791623171935), 0.7049162760733442, 119004.78, 47]"
424,30109.7,2150.692857142857,14,4,Crypto,0.2,0.704745860931584,"[0.2, np.float64(0.5738791623171935), 0.704745860931584, 30109.7, 14]"
425,88806.4,2277.087179487179,39,6,Bank Transfer,0.7,0.8977022171976571,"[0.7, np.float64(0.5738791623171935), 0.8977022171976571, 88806.4, 39]"
426,43176.74,2539.8082352941174,17,6,Crypto,0.2,0.4715596033476003,"[0.2, np.float64(0.5738791623171935), 0.4715596033476003, 43176.74, 17]"
427,18857.46,3142.91,6,5,Bank Transfer,0.9,1.002892597371593,"[0.9, np.float64(0.5738791623171935), 1.002892597371593, 18857.46, 6]"
428,99346.76,2423.091707317073,41,6,Crypto,0.6,0.8140291769937189,"[0.6, np.float64(0.5738791623171935), 0.8140291769937189, 99346.76, 41]"
429,75619.29,2363.1028125,32,6,Credit Card,0.9,1.6593430016026696,"[0.9, np.float64(0.5738791623171935), 1.6593430016026696, 75619.29, 32]"
430,36484.59,2606.0421428571426,14,5,Bank Transfer,0.2,1.5065428029777306,"[0.2, np.float64(0.5738791623171935), 1.5065428029777306, 36484.59, 14]"
431,33552.61,2097.038125,16,6,Crypto,0.4,0.3440199528196795,"[0.4, np.float64(0.5738791623171935), 0.3440199528196795, 33552.61, 16]"
432,30627.32,2187.6657142857143,14,5,Credit Card,0.2,0.9265916987734139,"[0.2, np.float64(0.5738791623171935), 0.9265916987734139, 30627.32, 14]"
433,85646.65,2854.8883333333333,30,6,Debit Card,0.2,1.1066503835364216,"[0.2, np.float64(0.5738791623171935), 1.1066503835364216, 85646.65, 30]"
434,115709.62,3044.99,38,6,Bank Transfer,0.4,2.1608075811057956,"[0.4, np.float64(0.5738791623171935), 2.1608075811057956, 115709.62, 38]"
435,83828.35,2328.5652777777777,36,6,Credit Card,0.4,1.6330001115310864,"[0.4, np.float64(0.5738791623171935), 1.6330001115310864, 83828.35, 36]"
436,77408.54,2345.713333333333,33,6,Debit Card,0.4,1.086873709008266,"[0.4, np.float64(0.5738791623171935), 1.086873709008266, 77408.54, 33]"
437,34558.8,3455.88,10,6,Crypto,0.2,1.6331545313068454,"[0.2, np.float64(0.5738791623171935), 1.6331545313068454, 34558.8, 10]"
438,112132.68,2734.9434146341464,41,6,Crypto,0.20000000000000004,1.245357603229028,"[0.20000000000000004, np.float64(0.5738791623171935), 1.245357603229028, 112132.68, 41]"
439,25898.239999999998,2354.385454545454,11,5,Credit Card,0.6,2.3840189032172567,"[0.6, np.float64(0.5738791623171935), 2.3840189032172567, 25898.239999999998, 11]"
440,111870.91,2542.520681818182,44,6,Debit Card,0.4,3.3318657990401555,"[0.4, np.float64(0.5738791623171935), 3.3318657990401555, 111870.91, 44]"
441,85012.61,2361.461388888889,36,6,Mobile Wallet,0.4,1.470254609750594,"[0.4, np.float64(0.5738791623171935), 1.470254609750594, 85012.61, 36]"
442,13469.18,2693.8360000000002,5,4,Crypto,0.2,3.7520549497529623,"[0.2, np.float64(0.5738791623171935), 3.7520549497529623, 13469.18, 5]"
443,43129.94,2695.62125,16,6,Crypto,0.4,0.7105912130490412,"[0.4, np.float64(0.5738791623171935), 0.7105912130490412, 43129.94, 16]"
444,52639.42,2024.5930769230768,26,6,Debit Card,0.2,0.36432925970633034,"[0.2, np.float64(0.5738791623171935), 0.36432925970633034, 52639.42, 26]"
445,59375.95,2283.6903846153846,26,6,Bank Transfer,0.4,1.021455500783384,"[0.4, np.float64(0.5738791623171935), 1.021455500783384, 59375.95, 26]"
446,115536.54,2511.6639130434783,46,6,Debit Card,0.6,1.002961938474905,"[0.6, np.float64(0.5738791623171935), 1.002961938474905, 115536.54, 46]"
447,112984.01,2403.9151063829786,47,6,Mobile Wallet,0.4,3.413173020063976,"[0.4, np.float64(0.5738791623171935), 3.413173020063976, 112984.01, 47]"
448,117742.42,2738.195813953488,43,6,Mobile Wallet,0.6,0.8191387339507679,"[0.6, np.float64(0.5738791623171935), 0.8191387339507679, 117742.42, 43]"
449,72099.5,2773.0576923076924,26,6,Credit Card,0.4,1.1312629456713819,"[0.4, np.float64(0.5738791623171935), 1.1312629456713819, 72099.5, 26]"
450,117600.53,2556.5332608695653,46,6,Debit Card,0.4,0.6471922023681617,"[0.4, np.float64(0.5738791623171935), 0.6471922023681617, 117600.53, 46]"
451,70454.47,2609.424814814815,27,6,Crypto,0.2,1.1349456025063593,"[0.2, np.float64(0.5738791623171935), 1.1349456025063593, 70454.47, 27]"
452,78338.06,2611.2686666666664,30,6,Crypto,0.9,2.804757417795333,"[0.9, np.float64(0.5738791623171935), 2.804757417795333, 78338.06, 30]"
453,48069.92,2403.496,20,6,Credit Card,0.4,0.8471515434556016,"[0.4, np.float64(0.5738791623171935), 0.8471515434556016, 48069.92, 20]"
454,111020.75,2413.4945652173915,46,6,Bank Transfer,0.4,1.1687897910530611,"[0.4, np.float64(0.5738791623171935), 1.1687897910530611, 111020.75, 46]"
455,113858.16,2530.1813333333334,45,6,Debit Card,0.2,1.4246932519846915,"[0.2, np.float64(0.5738791623171935), 1.4246932519846915, 113858.16, 45]"
456,80256.26,2866.2949999999996,28,6,Crypto,0.6,4.150239351974556,"[0.6, np.float64(0.5738791623171935), 4.150239351974556, 80256.26, 28]"
457,101392.43,2599.8058974358974,39,6,Mobile Wallet,0.4,0.42299191931847635,"[0.4, np.float64(0.5738791623171935), 0.42299191931847635, 101392.43, 39]"
458,72415.35,2586.2625000000003,28,6,Bank Transfer,0.4,2.0184682002056307,"[0.4, np.float64(0.5738791623171935), 2.0184682002056307, 72415.35, 28]"
459,82776.68,2854.368275862069,29,6,Crypto,0.2,1.1682020520146048,"[0.2, np.float64(0.5738791623171935), 1.1682020520146048, 82776.68, 29]"
460,64988.72,2599.5488,25,6,Crypto,0.2,1.7237103623591004,"[0.2, np.float64(0.5738791623171935), 1.7237103623591004, 64988.72, 25]"
461,88615.3,2606.3323529411764,34,6,Bank Transfer,0.4,0.7964466444692792,"[0.4, np.float64(0.5738791623171935), 0.7964466444692792, 88615.3, 34]"
462,56040.17,2547.2804545454546,22,6,Debit Card,0.2,0.9094162425675323,"[0.2, np.float64(0.5738791623171935), 0.9094162425675323, 56040.17, 22]"
463,77825.98999999999,2993.3073076923074,26,6,Credit Card,0.9000000000000001,1.598274571662204,"[0.9000000000000001, np.float64(0.5738791623171935), 1.598274571662204, 77825.98999999999, 26]"
464,23391.21,1559.414,15,6,Bank Transfer,0.8,1.1401963229744674,"[0.8, np.float64(0.5738791623171935), 1.1401963229744674, 23391.21, 15]"
465,36065.85,1898.2026315789474,19,6,Debit Card,0.6,1.4247130573966784,"[0.6, np.float64(0.5738791623171935), 1.4247130573966784, 36065.85, 19]"
466,34448.93,2296.595333333333,15,5,Credit Card,0.2,1.6554574784725606,"[0.2, np.float64(0.5738791623171935), 1.6554574784725606, 34448.93, 15]"
467,29203.48,3650.435,8,4,Crypto,0.2,0.18089401974066144,"[0.2, np.float64(0.5738791623171935), 0.18089401974066144, 29203.48, 8]"
468,125706.87,2674.614255319149,47,6,Debit Card,0.8,1.674613679602828,"[0.8, np.float64(0.5738791623171935), 1.674613679602828, 125706.87, 47]"
469,117731.46,2504.924680851064,47,6,Credit Card,0.4,1.2673663584079495,"[0.4, np.float64(0.5738791623171935), 1.2673663584079495, 117731.46, 47]"
470,113046.6,2569.240909090909,44,6,Crypto,0.9,1.107258526379879,"[0.9, np.float64(0.5738791623171935), 1.107258526379879, 113046.6, 44]"
471,64029.64,2462.6784615384613,26,6,Mobile Wallet,0.4,2.0191086353707535,"[0.4, np.float64(0.5738791623171935), 2.0191086353707535, 64029.64, 26]"
472,136153.23,2959.8528260869566,46,6,Mobile Wallet,0.9,1.9226782091720966,"[0.9, np.float64(0.5738791623171935), 1.9226782091720966, 136153.23, 46]"
473,45799.08,2694.0635294117646,17,5,Debit Card,0.9,1.9385962354798187,"[0.9, np.float64(0.5738791623171935), 1.9385962354798187, 45799.08, 17]"
474,65286.35,2176.2116666666666,30,6,Bank Transfer,0.4,1.9026192383645584,"[0.4, np.float64(0.5738791623171935), 1.9026192383645584, 65286.35, 30]"
475,59442.35,2377.694,25,6,Mobile Wallet,0.4,0.8034360031586288,"[0.4, np.float64(0.5738791623171935), 0.8034360031586288, 59442.35, 25]"
476,19879.010000000002,2839.858571428572,7,3,Bank Transfer,0.4,5.855381571756471,"[0.4, np.float64(0.5738791623171935), 5.855381571756471, 19879.010000000002, 7]"
477,125398.79,2668.0593617021277,47,6,Bank Transfer,0.4,1.6079766156243476,"[0.4, np.float64(0.5738791623171935), 1.6079766156243476, 125398.79, 47]"
478,154740.19,3157.96306122449,49,6,Mobile Wallet,0.2,0.6861184343105978,"[0.2, np.float64(0.5738791623171935), 0.6861184343105978, 154740.19, 49]"
479,101429.41,2473.8880487804877,41,6,Crypto,0.4000000000000001,1.6164008730875168,"[0.4000000000000001, np.float64(0.5738791623171935), 1.6164008730875168, 101429.41, 41]"
480,64403.32,2576.1328,25,6,Mobile Wallet,0.2,1.2230184862283762,"[0.2, np.float64(0.5738791623171935), 1.2230184862283762, 64403.32, 25]"
481,124451.48,2539.8261224489797,49,6,Bank Transfer,0.2,0.5187348950109777,"[0.2, np.float64(0.5738791623171935), 0.5187348950109777, 124451.48, 49]"
482,55363.340000000004,2050.4940740740744,27,6,Bank Transfer,0.4,2.0489737260357748,"[0.4, np.float64(0.5738791623171935), 2.0489737260357748, 55363.340000000004, 27]"
483,68497.57,2446.341785714286,28,6,Debit Card,0.4,4.503400290750755,"[0.4, np.float64(0.5738791623171935), 4.503400290750755, 68497.57, 28]"
484,52916.11,2645.8055,20,6,Bank Transfer,0.2,0.5776172082227378,"[0.2, np.float64(0.5738791623171935), 0.5776172082227378, 52916.11, 20]"
485,21419.23,2141.923,10,5,Crypto,0.4,0.45881871011771025,"[0.4, np.float64(0.5738791623171935), 0.45881871011771025, 21419.23, 10]"
486,78872.58,2464.768125,32,6,Debit Card,0.2,1.8034514819352652,"[0.2, np.float64(0.5738791623171935), 1.8034514819352652, 78872.58, 32]"
487,16686.56,3337.3120000000004,5,4,Debit Card,0.2,2.566844160240291,"[0.2, np.float64(0.5738791623171935), 2.566844160240291, 16686.56, 5]"
488,84768.5,3027.4464285714284,28,6,Crypto,0.4,1.1044485685590155,"[0.4, np.float64(0.5738791623171935), 1.1044485685590155, 84768.5, 28]"
489,68432.4,3110.5636363636363,22,6,Crypto,0.2,0.09487659067546643,"[0.2, np.float64(0.5738791623171935), 0.09487659067546643, 68432.4, 22]"
490,55613.9,2648.2809523809524,21,5,Crypto,0.2,1.4488602809741462,"[0.2, np.float64(0.5738791623171935), 1.4488602809741462, 55613.9, 21]"
491,27100.6,1693.7875,16,5,Crypto,0.4,5.51845911958357,"[0.4, np.float64(0.5738791623171935), 5.51845911958357, 27100.6, 16]"
492,121096.14,2421.9228,50,6,Credit Card,0.4,0.6185282595807224,"[0.4, np.float64(0.5738791623171935), 0.6185282595807224, 121096.14, 50]"
493,105016.49,2561.377804878049,41,6,Debit Card,0.4000000000000001,0.49672364218471615,"[0.4000000000000001, np.float64(0.5738791623171935), 0.49672364218471615, 105016.49, 41]"
494,12253.92,2450.784,5,3,Mobile Wallet,0.4,1.8292686292686904,"[0.4, np.float64(0.5738791623171935), 1.8292686292686904, 12253.92, 5]"
495,48723.84,3045.24,16,6,Credit Card,0.2,3.7435687927129213,"[0.2, np.float64(0.5738791623171935), 3.7435687927129213, 48723.84, 16]"
496,87711.8,2740.99375,32,6,Credit Card,0.4,1.95725434735453,"[0.4, np.float64(0.5738791623171935), 1.95725434735453, 87711.8, 32]"
497,111110.6,2645.4904761904763,42,6,Credit Card,0.4,0.7649832389765499,"[0.4, np.float64(0.5738791623171935), 0.7649832389765499, 111110.6, 42]"
498,116985.12,2720.5841860465116,43,6,Mobile Wallet,0.9,1.0372372646816281,"[0.9, np.float64(0.5738791623171935), 1.0372372646816281, 116985.12, 43]"
499,38751.61,2039.5584210526315,19,6,Mobile Wallet,0.4,0.4089604019278953,"[0.4, np.float64(0.5738791623171935), 0.4089604019278953, 38751.61, 19]"
500,37074.05,2471.6033333333335,15,6,Debit Card,0.4,2.175883009047181,"[0.4, np.float64(0.5738791623171935), 2.175883009047181, 37074.05, 15]"
501,45906.71,3060.447333333333,15,6,Crypto,0.4,0.48334943483911247,"[0.4, np.float64(0.5738791623171935), 0.48334943483911247, 45906.71, 15]"
502,67579.94,2330.34275862069,29,6,Bank Transfer,0.4,0.9818507498808641,"[0.4, np.float64(0.5738791623171935), 0.9818507498808641, 67579.94, 29]"
503,94467.84,2553.1848648648647,37,6,Crypto,0.4,2.727675483256202,"[0.4, np.float64(0.5738791623171935), 2.727675483256202, 94467.84, 37]"
504,26967.170000000002,2451.5609090909093,11,6,Bank Transfer,0.2,0.4994602154482424,"[0.2, np.float64(0.5738791623171935), 0.4994602154482424, 26967.170000000002, 11]"
505,44037.75,2446.5416666666665,18,5,Bank Transfer,0.2,1.169880239006997,"[0.2, np.float64(0.5738791623171935), 1.169880239006997, 44037.75, 18]"
506,121825.85,2648.388043478261,46,6,Credit Card,0.4,1.1389206951648256,"[0.4, np.float64(0.5738791623171935), 1.1389206951648256, 121825.85, 46]"
507,108125.95,2703.14875,40,6,Debit Card,0.2,1.9662537623985277,"[0.2, np.float64(0.5738791623171935), 1.9662537623985277, 108125.95, 40]"
508,58728.08,2669.458181818182,22,6,Crypto,0.2,0.2593599469340724,"[0.2, np.float64(0.5738791623171935), 0.2593599469340724, 58728.08, 22]"
509,83545.86,2784.862,30,6,Credit Card,0.4,3.2647994542262264,"[0.4, np.float64(0.5738791623171935), 3.2647994542262264, 83545.86, 30]"
510,28943.48,2631.2254545454543,11,6,Crypto,0.9,2.9960997192311365,"[0.9, np.float64(0.5738791623171935), 2.9960997192311365, 28943.48, 11]"
511,11883.27,2376.654,5,4,Debit Card,0.4,5.182291948882156,"[0.4, np.float64(0.5738791623171935), 5.182291948882156, 11883.27, 5]"
512,37770.92,2360.6825,16,6,Mobile Wallet,0.4,4.478410823085442,"[0.4, np.float64(0.5738791623171935), 4.478410823085442, 37770.92, 16]"
513,100037.1,3227.0032258064516,31,6,Bank Transfer,0.4,4.471533039444626,"[0.4, np.float64(0.5738791623171935), 4.471533039444626, 100037.1, 31]"
514,55046.03,2752.3015,20,6,Debit Card,1.0,0.39772339973081866,"[1.0, np.float64(0.5738791623171935), 0.39772339973081866, 55046.03, 20]"
515,117566.12999999999,2501.4070212765955,47,6,Credit Card,0.4,1.5656286862145812,"[0.4, np.float64(0.5738791623171935), 1.5656286862145812, 117566.12999999999, 47]"
